date,p,T,Tpot,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max. wv,wd,rain,raining,SWDR,PAR,max. PAR,Tlog,hour,month,day,rain_total,T_mean,T_min,T_max,rh_mean,SWDR_sum,SWDR_mean,PAR_mean,rain_day,T_delta_dew,p_delta,hour_sin,hour_cos,month_sin,month_cos,wd_rad,rain_hourly
2020-01-02 12:00:00,1000.1516666666666,2.5566666666666666,275.70666666666665,-4.345,60.300000000000004,7.366666666666667,4.425,2.9416666666666664,2.7566666666666664,4.423333333333333,1261.57,1.5833333333333333,2.566666666666667,208.46666666666667,0.0,0.0,306.44,481.0783333333333,483.81333333333333,12.865,12.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,6.901666666666666,-0.9366666666666674,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,3.6384297139908455,0.0
2020-01-02 13:00:00,999.2566666666667,5.881666666666667,279.09999999999997,-3.0366666666666666,52.578333333333326,9.286666666666667,4.881666666666667,4.401666666666666,3.045,4.891666666666667,1245.195,1.2783333333333333,2.433333333333333,181.41666666666666,0.0,0.0,216.56833333333336,427.73499999999996,434.81333333333333,15.198333333333332,13.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,8.918333333333335,-0.7083333333333334,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,3.1663181513263794,0.0
2020-01-02 14:00:00,998.81,5.805,279.06333333333333,-1.5016666666666667,59.29333333333333,9.233333333333333,5.473333333333334,3.7633333333333336,3.4150000000000005,5.4816666666666665,1244.69,1.4349999999999998,2.93,180.83333333333334,0.0,0.0,152.68333333333334,297.425,310.65000000000003,18.051666666666666,14.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,7.3066666666666675,-0.3299999999999841,-0.4999999999999998,-0.8660254037844388,0.49999999999999994,0.8660254037844387,3.1561370640230795,0.0
2020-01-02 15:00:00,998.7466666666666,5.493333333333333,278.75166666666667,-1.32,61.39333333333334,9.036666666666667,5.543333333333333,3.4883333333333333,3.4600000000000004,5.551666666666667,1245.985,1.5733333333333333,2.6416666666666666,180.96666666666667,0.0,0.0,60.328333333333326,122.61833333333334,135.715,19.176666666666666,15.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,6.8133333333333335,-0.02499999999999621,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,3.158464169692405,0.0
2020-01-02 16:00:00,999.2216666666667,3.47,276.69166666666666,-1.6266666666666667,69.16166666666668,7.841666666666666,5.420000000000001,2.4216666666666664,3.3816666666666664,5.425,1255.7416666666666,1.343333333333333,2.3266666666666667,130.545,0.0,0.0,3.051666666666667,13.738333333333335,17.856666666666666,18.150000000000002,16.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,5.096666666666667,0.42166666666666214,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,2.278440072015998,0.0
2020-01-02 17:00:00,999.535,2.0916666666666663,275.28833333333336,-2.1300000000000003,73.55,7.108333333333333,5.223333333333334,1.89,3.2566666666666664,5.2250000000000005,1262.5233333333333,1.6916666666666667,2.4333333333333336,124.11333333333333,0.0,0.0,0.0,0.0,0.0,15.305,17.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,4.221666666666667,0.23333333333332953,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,2.1661863122918956,0.0
2020-01-02 18:00:00,999.7416666666667,0.895,274.075,-2.4883333333333333,78.0,6.521666666666666,5.083333333333333,1.4366666666666668,3.1683333333333334,5.083333333333333,1268.365,1.63,2.2866666666666666,224.36666666666667,0.0,0.0,0.0,0.0,0.0,13.086666666666666,18.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,3.3833333333333333,0.18500000000000227,-1.0,-1.83697019872103e-16,0.49999999999999994,0.8660254037844387,3.915937065057944,0.0
2020-01-02 19:00:00,1000.0666666666666,-0.365,272.7916666666667,-2.91,82.85000000000001,5.948333333333333,4.926666666666667,1.0216666666666667,3.07,4.926666666666667,1274.7066666666667,1.5583333333333333,2.3800000000000003,197.5666666666667,0.0,0.0,0.0,0.0,0.0,11.901666666666666,19.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.545,0.2566666666666606,-0.9659258262890683,0.2588190451025203,0.49999999999999994,0.8660254037844387,3.4481888255234634,0.0
2020-01-02 20:00:00,1000.0083333333333,-0.47500000000000003,272.68333333333334,-2.8033333333333332,84.18333333333334,5.898333333333333,4.968333333333334,0.9333333333333332,3.095,4.966666666666667,1275.125,1.8983333333333334,2.768333333333333,200.20000000000002,0.0,0.0,0.0,0.0,0.0,11.266666666666667,20.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.3283333333333336,-0.07333333333336138,-0.8660254037844387,0.5000000000000001,0.49999999999999994,0.8660254037844387,3.4941491624926475,0.0
2020-01-02 21:00:00,999.535,-0.18666666666666665,273.0083333333333,-2.396666666666667,84.96666666666667,6.0249999999999995,5.12,0.9066666666666667,3.1933333333333334,5.12,1273.11,1.2983333333333333,2.5666666666666664,180.48333333333335,0.0,0.0,0.0,0.0,0.0,11.346666666666666,21.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.2100000000000004,-0.40999999999996817,-0.7071067811865476,0.7071067811865474,0.49999999999999994,0.8660254037844387,3.150028411641099,0.0
2020-01-02 22:00:00,998.8783333333334,0.2866666666666667,273.535,-1.9216666666666666,85.03333333333333,6.238333333333333,5.301666666666667,0.9316666666666666,3.3083333333333336,5.31,1269.9766666666667,2.276666666666667,4.043333333333334,149.6833333333333,0.0,0.0,0.0,0.0,0.0,11.705,22.0,1.0,2.0,0.0,-1.0563194444444446,-5.78,6.47,80.20604166666666,9570.44,66.46138888888889,96.849375,0.0,2.2083333333333335,-0.568333333333328,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,2.6124670020268455,0.0
